Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
5b04b52c3c85a2d55d17e5731d396a42,Ladybug Women's Shift Dress,<p>Ladybug Women's Shift Dress - Buy Beige Ladybug Women's Shift Dress For Only Rs. 1199 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Ladybug Women's Shift Dress,,,,,,,,DREDUA8QVGCSXWAV,0.0,,10,deny,manual,839.0,1199.0,True,True,,,,,,,,,False,,,,kg,,,active
b266a7538ee3386207ba4c09e4324db4,Label VR Women's Gathered Dress,<p>Label VR Women's Gathered Dress - Buy Blue Label VR Women's Gathered Dress For Only Rs. 1099 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Label VR Women's Gathered Dress,,,,,,,,DREE7M75WMJCGDQY,0.0,,10,deny,manual,659.0,1099.0,True,True,,,,,,,,,False,,,,kg,,,active
ff462188ddafe619cedee3310db54688,Meraki Women's A-line Dress,<p>Meraki Women's A-line Dress - Buy Beige Meraki Women's A-line Dress For Only Rs. 850 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Meraki Women's A-line Dress,,,,,,,,DREE43HFHSSMAZS8,0.0,,10,deny,manual,649.0,850.0,True,True,,,,,,,,,False,,,,kg,,,active
99f16b614a853e8254cb0c1735a02da9,Miss Chase Women's Bandage Dress,<p>Miss Chase Women's Bandage Dress - Buy Black Miss Chase Women's Bandage Dress For Only Rs. 1599 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Miss Chase Women's Bandage Dress,,,,,,,,DREDZPX39ARFDBGH,0.0,,10,deny,manual,640.0,1599.0,True,True,,,,,,,,,False,,,,kg,,,active
0ae6a105ab4768e5da39dbe2399de9f1,Instinct Women's A-line Dress,"<p>Instinct Women's A-line Dress - Buy Blue, Orange Instinct Women's A-line Dress For Only Rs. 1250 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>",Unknown,,Clothing,Clothing,True,Title,Instinct Women's A-line Dress,,,,,,,,DREE9Q9UMVPHAAM4,0.0,,10,deny,manual,630.0,1250.0,True,True,,,,,,,,,False,,,,kg,,,active
30320e189ef1a0a4fd1d980f471910a4,Indiatrendzs Women's Gathered Dress,<p>Indiatrendzs Women's Gathered Dress - Buy Light blue Indiatrendzs Women's Gathered Dress For Only Rs. 1388 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Indiatrendzs Women's Gathered Dress,,,,,,,,DREE9MFS27JGYEYZ,0.0,,10,deny,manual,755.0,1388.0,True,True,,,,,,,,,False,,,,kg,,,active
da2962be317b1236c440a8b8b918540f,Miss Chase Women's High Low Dress,<p>Miss Chase Women's High Low Dress - Buy Navy and White Miss Chase Women's High Low Dress For Only Rs. 1549 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Miss Chase Women's High Low Dress,,,,,,,,DREDVC24VGNSAKFZ,0.0,,10,deny,manual,620.0,1549.0,True,True,,,,,,,,,False,,,,kg,,,active
93e9e9a1494def788d04acad822a63e3,Msons Women's A-line Dress,<p>Msons Women's A-line Dress - Buy White Msons Women's A-line Dress For Only Rs. 1742 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Msons Women's A-line Dress,,,,,,,,DREE9Q5XTZXZ4G3S,0.0,,10,deny,manual,742.0,1742.0,True,True,,,,,,,,,False,,,,kg,,,active
bb09f9e6b3cfb75aa3402089dff090d5,India Inc Women's Empire Waist Dress,<p>India Inc Women's Empire Waist Dress - Buy White India Inc Women's Empire Waist Dress For Only Rs. 1499 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,India Inc Women's Empire Waist Dress,,,,,,,,DREE8SXG3JHPGKZA,0.0,,10,deny,manual,699.0,1499.0,True,True,,,,,,,,,False,,,,kg,,,active
25312929eeef84e54b036e8900dbe43a,Ladybug Women's Shift Dress,<p>Ladybug Women's Shift Dress - Buy White Ladybug Women's Shift Dress For Only Rs. 849 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Ladybug Women's Shift Dress,,,,,,,,DREE89GHBJZZBGFZ,0.0,,10,deny,manual,849.0,849.0,True,True,,,,,,,,,False,,,,kg,,,active
f115f573b1e99dbe2ee1e2133db64a71,Magnetic Designs Women's Maxi Dress,<p>Magnetic Designs Women's Maxi Dress - Buy Blue Magnetic Designs Women's Maxi Dress For Only Rs. 1099 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Magnetic Designs Women's Maxi Dress,,,,,,,,DREEARU9CNFR3GZZ,0.0,,10,deny,manual,769.0,1099.0,True,True,,,,,,,,,False,,,,kg,,,active
6710acd437855f4ae265715925fcd116,Latin Quarters Women's A-line Dress,<p>Latin Quarters Women's A-line Dress - Buy Green Latin Quarters Women's A-line Dress For Only Rs. 1990 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Latin Quarters Women's A-line Dress,,,,,,,,DREE7GUQUWUHCWEJ,0.0,,10,deny,manual,796.0,1990.0,True,True,,,,,,,,,False,,,,kg,,,active
601b1f251bd77d647b30741f2b7807ed,Miss India Women's Gathered Dress,<p>Miss India Women's Gathered Dress - Buy White Miss India Women's Gathered Dress For Only Rs. 1799 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Miss India Women's Gathered Dress,,,,,,,,DREE7G2FXHSVQEG8,0.0,,10,deny,manual,949.0,1799.0,True,True,,,,,,,,,False,,,,kg,,,active
e4feec928fa3313b6f5646bb7024fb73,Inmark Women's Empire Waist Dress,<p>Inmark Women's Empire Waist Dress - Buy Multi Colour Inmark Women's Empire Waist Dress For Only Rs. 1299 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Inmark Women's Empire Waist Dress,,,,,,,,DREE6UDPXFYZMHGX,0.0,,10,deny,manual,778.0,1299.0,True,True,,,,,,,,,False,,,,kg,,,active
3517ad9b541bc3aa35affdec6e2885d8,Inmark Women's A-line Dress,"<p>Inmark Women's A-line Dress<br>
                         Price: Rs. 658<br>
				<br>
			A truly covetable piece to make a fresh style statement! Cinched at the waist to flatter your figure, this dress is a light-weigth take on a style that is feminine and free-spirited.:: Viscose Elastane:: Regular Fit:: Round Neck:: Sheer Cap Sleeves:: Model is wearing size SDid you know?The five most common clothing materials are linen, cotton, polyester, and rayon.<br>
A truly covetable piece to make a fresh style statement! Cinched at the waist to flatter your figure, this dress is a light-weigth take on a style that is feminine and free-spirited.:: Viscose Elastane:: Regular Fit:: Round Neck:: Sheer Cap Sleeves:: Model is wearing size SDid you know?The five most common clothing materials are linen, cotton, polyester, and rayon.</p>",Unknown,,Clothing,Clothing,True,Title,Inmark Women's A-line Dress,,,,,,,,DREE6UDPZWYUGDSN,0.0,,10,deny,manual,658.0,1099.0,True,True,,,,,,,,,False,,,,kg,,,active
02636601c7d03fe0c51694fd823b47b1,Miss Chase Women's A-line Dress,<p>Miss Chase Women's A-line Dress - Buy Coral Miss Chase Women's A-line Dress For Only Rs. 1699 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Miss Chase Women's A-line Dress,,,,,,,,DREEYBUWQ4BWGKZG,0.0,,10,deny,manual,680.0,1699.0,True,True,,,,,,,,,False,,,,kg,,,active
03f051b5576de0859ec4345dbecaa087,Imara Women's A-line Dress,<p>Imara Women's A-line Dress - Buy Pink Imara Women's A-line Dress For Only Rs. 999 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Imara Women's A-line Dress,,,,,,,,DREE6YHWZMYWC6DC,0.0,,10,deny,manual,999.0,999.0,True,True,,,,,,,,,False,,,,kg,,,active
adb3a687db3da8b875d9cdc6a4967b2d,Indi Bargain Women's A-line Dress,<p>Indi Bargain Women's A-line Dress - Buy Blue &amp; Green Indi Bargain Women's A-line Dress For Only Rs. 1799 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Indi Bargain Women's A-line Dress,,,,,,,,DREE8UGV234TMGDZ,0.0,,10,deny,manual,699.0,1799.0,True,True,,,,,,,,,False,,,,kg,,,active
0ae4ef8e4f9b4a8546187a61263cc67d,Kamakshi Krafts Women's A-line Dress,<p>Kamakshi Krafts Women's A-line Dress - Buy Multicolour Kamakshi Krafts Women's A-line Dress For Only Rs. 1000 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Kamakshi Krafts Women's A-line Dress,,,,,,,,DREEADBTNB5HX2EH,0.0,,10,deny,manual,799.0,1000.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/1-1-mutli-colour03-kamakshi-krafts-xl-1000x1000-imaeaee4gb64tjb3.jpg?v=1757841336,1.0,,False,,,,kg,,,active
f8856a4632c01a335c36e88e7345018c,I Am For You Women's A-line Dress,<p>I Am For You Women's A-line Dress - Buy Blue I Am For You Women's A-line Dress For Only Rs. 1499 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,I Am For You Women's A-line Dress,,,,,,,,DREDUZRKMF54XMGV,0.0,,10,deny,manual,699.0,1499.0,True,True,,,,,,,,,False,,,,kg,,,active
5a3deff61acda3ab652de6e62d586480,Miss Chase Women's A-line Dress,"<p>Miss Chase Women's A-line Dress<br>
                         Price: Rs. 960<br>
				<br>
			This pegged bottom dress with pearl detailing on the collar is classic and feminine. Available in soft, pastel colors, this is a great dress for the summer! STYLE TIP: Pair this dress with dressy flats, and pull your hair back in a sleek bun or ponytail.<br>
This pegged bottom dress with pearl detailing on the collar is classic and feminine. Available in soft, pastel colors, this is a great dress for the summer! STYLE TIP: Pair this dress with dressy flats, and pull your hair back in a sleek bun or ponytail.</p>",Unknown,,Clothing,Clothing,True,Title,Miss Chase Women's A-line Dress,,,,,,,,DREEYBUXK2JCCGMA,0.0,,10,deny,manual,960.0,2399.0,True,True,,,,,,,,,False,,,,kg,,,active
21c408cc5df0f78b3831ab1686c8dc68,Karishma Women's A-line Dress,"<p>Karishma Women's A-line Dress<br>
                         Price: Rs. 699<br>
				<br>
			Karishma is a fashionable and stylish brand and our clothes personify class, style, comfort and fashion for the beautiful you.<br>
Karishma is a fashionable and stylish brand and our clothes personify class, style, comfort and fashion for the beautiful you.</p>",Unknown,,Clothing,Clothing,True,Title,Karishma Women's A-line Dress,,,,,,,,DREDZZTUSAHPHGUS,0.0,,10,deny,manual,0.0,,True,True,,,,,,,,,False,,,,kg,,,active
2e4bdca61eda866b6f7f1ce8bf183d5e,Just Wow Women's A-line Dress,"<p>Just Wow Women's A-line Dress - Buy Black, White Just Wow Women's A-line Dress For Only Rs. 2100 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>",Unknown,,Clothing,Clothing,True,Title,Just Wow Women's A-line Dress,,,,,,,,DREEAB2FTG8PGXWJ,0.0,,10,deny,manual,999.0,2100.0,True,True,,,,,,,,,False,,,,kg,,,active
1a80ef9b3a06c3cf93fa33a9e37da549,Latin Quarters Women's A-line Dress,<p>Latin Quarters Women's A-line Dress - Buy Black Latin Quarters Women's A-line Dress For Only Rs. 1990 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Latin Quarters Women's A-line Dress,,,,,,,,DREE7GUQGZVGJ3JM,0.0,,10,deny,manual,796.0,1990.0,True,True,,,,,,,,,False,,,,kg,,,active
2f9aa4df2498ad84803aa1cf260842fd,Miss Chase Women's Sheath Dress,<p>Miss Chase Women's Sheath Dress - Buy Grey Miss Chase Women's Sheath Dress For Only Rs. 1449 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Miss Chase Women's Sheath Dress,,,,,,,,DREEYB4GKJHBVSGZ,0.0,,10,deny,manual,869.0,1449.0,True,True,,,,,,,,,False,,,,kg,,,active
667a495d9e1f7e11d8697da1fba5d1bf,Miss Chase Women's Bandage Dress,<p>Miss Chase Women's Bandage Dress - Buy Black Miss Chase Women's Bandage Dress For Only Rs. 1299 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Miss Chase Women's Bandage Dress,,,,,,,,DREDV8HGDHM8D6PU,0.0,,10,deny,manual,779.0,1299.0,True,True,,,,,,,,,False,,,,kg,,,active
44b8826b061031c3b6516d3e46dcb569,Hitanshindia Women's A-line Dress,<p>Hitanshindia Women's A-line Dress - Buy Multicolor Hitanshindia Women's A-line Dress For Only Rs. 1998 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Hitanshindia Women's A-line Dress,,,,,,,,DREEB967SUFHDACG,0.0,,10,deny,manual,999.0,1998.0,True,True,,,,,,,,,False,,,,kg,,,active
d46386c7ea3626c30814032f65455995,Lady Stark Women's A-line Dress,"<p>Lady Stark Women's A-line Dress<br>
                         Price: Rs. 839<br>
				<br>
			Black and blue sleeveless dress has black sequin bodice ,round neck,blue skirt with attatched lining.<br>
Black and blue sleeveless dress has black sequin bodice ,round neck,blue skirt with attatched lining.</p>",Unknown,,Clothing,Clothing,True,Title,Lady Stark Women's A-line Dress,,,,,,,,DREE58QRW5T5T8MK,0.0,,10,deny,manual,839.0,3250.0,True,True,,,,,,,,,False,,,,kg,,,active
71f0523915410e5cd7cee4d53e259f4e,Isadora Women's Empire Waist Dress,<p>Isadora Women's Empire Waist Dress - Buy Multicolor Isadora Women's Empire Waist Dress For Only Rs. 1250 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Isadora Women's Empire Waist Dress,,,,,,,,DREE7UE3TTMMHCGC,0.0,,10,deny,manual,895.0,1250.0,True,True,,,,,,,,,False,,,,kg,,,active
094fc559634b6b7a19771442270bf4c5,Isadora Women's Shift Dress,<p>Isadora Women's Shift Dress - Buy Multicolor Isadora Women's Shift Dress For Only Rs. 1250 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Isadora Women's Shift Dress,,,,,,,,DREE7UE3SH2GGG2F,0.0,,10,deny,manual,850.0,1250.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/1-1-wcd524018-isadora-l-original-imae7ucazjxmaqhz.jpg?v=1757841331,1.0,,False,,,,kg,,,active
3722aab33acb09259b997af413cb5cd5,Kook N Keech Disney Women's A-line Dress,<p>Kook N Keech Disney Women's A-line Dress - Buy blue Kook N Keech Disney Women's A-line Dress For Only Rs. 1799 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Kook N Keech Disney Women's A-line Dress,,,,,,,,DREE6HF4ZRJU98TB,0.0,,10,deny,manual,809.0,1799.0,True,True,,,,,,,,,False,,,,kg,,,active
6da8f7568e6e7b67b81093dc92f0f14d,Meira Women's Maxi Dress,<p>Meira Women's Maxi Dress - Buy Grey Meira Women's Maxi Dress For Only Rs. 1449 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Meira Women's Maxi Dress,,,,,,,,DREEFYYF6CJDADMW,0.0,,10,deny,manual,724.0,1449.0,True,True,,,,,,,,,False,,,,kg,,,active
2e53759dd447b93fffef97d30ad2d65d,I Am For You Women's Bubble Dress,<p>I Am For You Women's Bubble Dress - Buy Black I Am For You Women's Bubble Dress For Only Rs. 1799 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,I Am For You Women's Bubble Dress,,,,,,,,DREE484RFP92ZTUF,0.0,,10,deny,manual,999.0,1799.0,True,True,,,,,,,,,False,,,,kg,,,active
3d36102676f655a16851b0038220ff93,Legona Women's Sheath Dress,<p>Legona Women's Sheath Dress - Buy Multicolor Legona Women's Sheath Dress For Only Rs. 2499 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Legona Women's Sheath Dress,,,,,,,,DREED4H9SRYZYAZ3,0.0,,10,deny,manual,749.0,2499.0,True,True,,,,,,,,,False,,,,kg,,,active
8429bd9b4defc76565972a0ae8652346,Kyma Women's Empire Waist Dress,<p>Kyma Women's Empire Waist Dress - Buy Pink Kyma Women's Empire Waist Dress For Only Rs. 2800 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Kyma Women's Empire Waist Dress,,,,,,,,DREE45NNFKMHUAGK,0.0,,10,deny,manual,799.0,2800.0,True,True,,,,,,,,,False,,,,kg,,,active
a06c149a1fa1c18b223980f86c3966e8,Lady Stark Women's High Low Dress,<p>Lady Stark Women's High Low Dress - Buy Pink Lady Stark Women's High Low Dress For Only Rs. 2790 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Lady Stark Women's High Low Dress,,,,,,,,DREE9ZY9WZXZTDVD,0.0,,10,deny,manual,649.0,2790.0,True,True,,,,,,,,,False,,,,kg,,,active
42693ceb6539e48d037f4eec00c5c2b4,Maggie Women's Maxi Dress,<p>Maggie Women's Maxi Dress - Buy Black Maggie Women's Maxi Dress For Only Rs. 1899 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Maggie Women's Maxi Dress,,,,,,,,DREE9EHE2THJWZN6,0.0,,10,deny,manual,749.0,1899.0,True,True,,,,,,,,,False,,,,kg,,,active
3a2502382874a58dc55b215b54defe84,Legona Women's Sheath Dress,<p>Legona Women's Sheath Dress - Buy Multicolor Legona Women's Sheath Dress For Only Rs. 2499 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Legona Women's Sheath Dress,,,,,,,,DREECACWBGY4WYZR,0.0,,10,deny,manual,749.0,2499.0,True,True,,,,,,,,,False,,,,kg,,,active
c6d2879e9c4a59d6974e5427c60745bb,Kaxiaa Women's Sheath Dress,<p>Kaxiaa Women's Sheath Dress - Buy Black Kaxiaa Women's Sheath Dress For Only Rs. 1499 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Kaxiaa Women's Sheath Dress,,,,,,,,DREE978EVUSGXSDW,0.0,,10,deny,manual,749.0,1499.0,True,True,,,,,,,,,False,,,,kg,,,active
6131fd72e1e6ecf07e3be7a1ca292487,Iknow Women's Empire Waist Dress,<p>Iknow Women's Empire Waist Dress - Buy Yellow Iknow Women's Empire Waist Dress For Only Rs. 1699 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Iknow Women's Empire Waist Dress,,,,,,,,DREE644D97BN8PXV,0.0,,10,deny,manual,679.0,1699.0,True,True,,,,,,,,,False,,,,kg,,,active
613cb3df926a9e1bed1d78d4d6d0b695,jiiah Women's Shift Dress,"<p>jiiah Women's Shift Dress<br>
                         Price: Rs. 699<br>
				<br>
			Set your best foot forward with the ease and comfort of these short dresses elasticated at the belt for a more comfort fit<br>
Set your best foot forward with the ease and comfort of these short dresses elasticated at the belt for a more comfort fit</p>",Unknown,,Clothing,Clothing,True,Title,jiiah Women's Shift Dress,,,,,,,,DREECGZJUXBSTHKH,0.0,,10,deny,manual,699.0,699.0,True,True,,,,,,,,,False,,,,kg,,,active
08fb86a299d97ae868c07df6d45a0ba9,Meira Women's A-line Dress,<p>Meira Women's A-line Dress - Buy Multicolor Meira Women's A-line Dress For Only Rs. 1399 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Meira Women's A-line Dress,,,,,,,,DREE9CRGV26DDSBH,0.0,,10,deny,manual,699.0,1399.0,True,True,,,,,,,,,False,,,,kg,,,active
6e7c814ef8fd434a9b9f503e48482d1d,Londonhouze Women's Bandage Dress,"<p>Londonhouze Women's Bandage Dress<br>
                         Price: Rs. 999<br>
				<br>
			Be the centre of attention with this printed shoulder pad ripple fabric bodycon dress. A definite must have for this season! Team up with a pair of our chunky heeled boots.<br>
Be the centre of attention with this printed shoulder pad ripple fabric bodycon dress. A definite must have for this season! Team up with a pair of our chunky heeled boots.</p>",Unknown,,Clothing,Clothing,True,Title,Londonhouze Women's Bandage Dress,,,,,,,,DREE6YTKPUA6KTGW,0.0,,10,deny,manual,999.0,1999.0,True,True,,,,,,,,,False,,,,kg,,,active
9f4dbcda64564e1baf49a590ad540f83,Hugo Chavez Women's A-line Dress,<p>Hugo Chavez Women's A-line Dress - Buy Red Hugo Chavez Women's A-line Dress For Only Rs. 2599 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Hugo Chavez Women's A-line Dress,,,,,,,,DREE4K5GYYJTFU5Z,0.0,,10,deny,manual,697.0,2599.0,True,True,,,,,,,,,False,,,,kg,,,active
c2aace608ea69947d5accc56911d8bef,LondonHouze Women's Bandage Dress,<p>LondonHouze Women's Bandage Dress - Buy Pink LondonHouze Women's Bandage Dress For Only Rs. 1499 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,LondonHouze Women's Bandage Dress,,,,,,,,DREEAHARZKKBPAXE,0.0,,10,deny,manual,799.0,1499.0,True,True,,,,,,,,,False,,,,kg,,,active
a76a038a25b684eca9a325e88b1ca16b,Modimania Women's A-line Dress,<p>Modimania Women's A-line Dress - Buy Black Modimania Women's A-line Dress For Only Rs. 3050 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Modimania Women's A-line Dress,,,,,,,,DREE4A2RZKRFZDKS,0.0,,10,deny,manual,999.0,3050.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/mod0088-modimania-s-original-imae492btayqs368.jpg?v=1757841318,1.0,,False,,,,kg,,,active
b30e934da4437a426532722abf34e525,La Zoire Women's Shift Dress,<p>La Zoire Women's Shift Dress - Buy Yellow La Zoire Women's Shift Dress For Only Rs. 699 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,La Zoire Women's Shift Dress,,,,,,,,DREEYYFRUPZRSVKS,0.0,,10,deny,manual,699.0,699.0,True,True,,,,,,,,,False,,,,kg,,,active
e5cecb6ec70a15479188d60f9820be23,Indiatrendzs Women's Gathered Dress,<p>Indiatrendzs Women's Gathered Dress - Buy Black Indiatrendzs Women's Gathered Dress For Only Rs. 1224 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Indiatrendzs Women's Gathered Dress,,,,,,,,DREE3WY2HGZCYAV7,0.0,,10,deny,manual,612.0,1224.0,True,True,,,,,,,,,False,,,,kg,,,active
eb2ad955f9efe868e48fb2243d11c86d,Kcrimson Women's A-line Dress,<p>Kcrimson Women's A-line Dress - Buy Mint Green Kcrimson Women's A-line Dress For Only Rs. 1400 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Kcrimson Women's A-line Dress,,,,,,,,DREEBHCHXSTD9BMT,0.0,,10,deny,manual,689.0,1400.0,True,True,,,,,,,,,False,,,,kg,,,active
3133718e045a56d68ef389348a839beb,Instacrush Women's A-line Dress,<p>Instacrush Women's A-line Dress - Buy Black Instacrush Women's A-line Dress For Only Rs. 999 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Instacrush Women's A-line Dress,,,,,,,,DREE8FZ3E5UYUEEY,0.0,,10,deny,manual,999.0,999.0,True,True,,,,,,,,,False,,,,kg,,,active
d6c91c966c35e5b23f0ef4909c51dcfb,IDK Woman Women's Shift Dress,<p>IDK Woman Women's Shift Dress - Buy Light Blue IDK Woman Women's Shift Dress For Only Rs. 1399 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,IDK Woman Women's Shift Dress,,,,,,,,DREE4MCWZYN7RGB6,0.0,,10,deny,manual,838.0,1399.0,True,True,,,,,,,,,False,,,,kg,,,active
2011057a3f4886ee09d5abc2d67f67c1,maggie Women's Empire Waist Dress,"<p>maggie Women's Empire Waist Dress<br>
                         Price: Rs. 999<br>
				<br>
			Look stylish and smart by wearing this yellow and brown colored empire waist dress for women that comes from the house of Maggie. This awesome dress with the combination of beautiful colors features v neck, floral printed pattern and excellent stitching. Intricately crafted from georgette fabric, this pretty piece is tough and able to withstand rigorous wear. With its fashion sleeves adornment, this beauty number will flaunt your curvaceous figure. Get ready to flaunt off your rich fashion sense by teaming it up with a pair of high heels and matching accessories while heading out.<br>
Look stylish and smart by wearing this yellow and brown colored empire waist dress for women that comes from the house of Maggie. This awesome dress with the combination of beautiful colors features v neck, floral printed pattern and excellent stitching. Intricately crafted from georgette fabric, this pretty piece is tough and able to withstand rigorous wear. With its fashion sleeves adornment, this beauty number will flaunt your curvaceous figure. Get ready to flaunt off your rich fashion sense by teaming it up with a pair of high heels and matching accessories while heading out.</p>",Unknown,,Clothing,Clothing,True,Title,maggie Women's Empire Waist Dress,,,,,,,,DREECCMNZSVNVHHK,0.0,,10,deny,manual,999.0,2999.0,True,True,,,,,,,,,False,,,,kg,,,active
